31/01/2022,09:30,17:30
01/02/2022,09:30,17:40
02/02/2022,09:50,16:55
03/02/2022,08:30,17:30
04/02/2022,09:30,12:35
07/02/2022,08:00,17:15
08/02/2022,08:50,20:17
09/02/2022,08:40,
10/02/2022,09:00,
17/02/2022,15/02/2022,
00:00:00,15/02/2022,15/02/2022
